depthInfo,district,val,year
Vesterbro~kongens Enghave-100m ~ 119m,Vesterbro~kongens Enghave,2911.0,2012.0
Vesterbro~kongens Enghave-120m,Vesterbro~kongens Enghave,3606.0,2012.0
Østerbro-Under 40m,Østerbro,2197.0,2012.0
Østerbro-40m ~ 50m,Østerbro,11419.0,2012.0
Østerbro-60m ~ 79m,Østerbro,11984.0,2012.0
Østerbro-80m ~ 99m,Østerbro,7598.0,2012.0
Østerbro-100m ~ 119m,Østerbro,4186.0,2012.0
Østerbro-120m,Østerbro,4303.0,2012.0
Amager Vest-Under 40m,Amager Vest,1556.0,2013.0
Amager Vest-40m ~ 50m,Amager Vest,7443.0,2013.0
Amager Vest-60m ~ 79m,Amager Vest,8317.0,2013.0
Amager Vest-80m ~ 99m,Amager Vest,7225.0,2013.0
Amager Vest-100m ~ 119m,Amager Vest,3750.0,2013.0
Amager Vest-120m,Amager Vest,3259.0,2013.0
Amager Øst-Under 40m,Amager Øst,1680.0,2013.0
Amager Øst-40m ~ 50m,Amager Øst,8078.0,2013.0
Amager Øst-60m ~ 79m,Amager Øst,8253.0,2013.0
Amager Øst-80m ~ 99m,Amager Øst,4424.0,2013.0
Amager Øst-100m ~ 119m,Amager Øst,2624.0,2013.0
Amager Øst-120m,Amager Øst,2949.0,2013.0
Bispebjerg-Under 40m,Bispebjerg,1936.0,2013.0
Bispebjerg-40m ~ 50m,Bispebjerg,6203.0,2013.0
Bispebjerg-60m ~ 79m,Bispebjerg,7571.0,2013.0
Bispebjerg-80m ~ 99m,Bispebjerg,4259.0,2013.0
Bispebjerg-100m ~ 119m,Bispebjerg,1835.0,2013.0
Bispebjerg-120m,Bispebjerg,2273.0,2013.0
Brønshøj~Husum-Under 40m,Brønshøj~Husum,1323.0,2013.0
Brønshøj~Husum-40m ~ 50m,Brønshøj~Husum,5852.0,2013.0
Brønshøj~Husum-60m ~ 79m,Brønshøj~Husum,5593.0,2013.0
Brønshøj~Husum-80m ~ 99m,Brønshøj~Husum,4560.0,2013.0
Brønshøj~Husum-100m ~ 119m,Brønshøj~Husum,1685.0,2013.0
Brønshøj~Husum-120m,Brønshøj~Husum,1854.0,2013.0
Indre By-Under 40m,Indre By,1427.0,2013.0
Indre By-40m ~ 50m,Indre By,7523.0,2013.0
Indre By-60m ~ 79m,Indre By,10556.0,2013.0
Indre By-80m ~ 99m,Indre By,8140.0,2013.0
Indre By-100m ~ 119m,Indre By,3385.0,2013.0
Indre By-120m,Indre By,5406.0,2013.0
Nørrebro-Under 40m,Nørrebro,2059.0,2013.0
Nørrebro-40m ~ 50m,Nørrebro,11015.0,2013.0
Nørrebro-60m ~ 79m,Nørrebro,13793.0,2013.0
Nørrebro-80m ~ 99m,Nørrebro,8325.0,2013.0
Nørrebro-100m ~ 119m,Nørrebro,3369.0,2013.0
Nørrebro-120m,Nørrebro,4156.0,2013.0
Valby-Under 40m,Valby,1315.0,2013.0
Valby-40m ~ 50m,Valby,4797.0,2013.0
Valby-60m ~ 79m,Valby,6376.0,2013.0
Valby-80m ~ 99m,Valby,4814.0,2013.0
Valby-100m ~ 119m,Valby,3191.0,2013.0
Valby-120m,Valby,3032.0,2013.0
Vanløse-Under 40m,Vanløse,587.0,2013.0
Vanløse-40m ~ 50m,Vanløse,4806.0,2013.0
Vanløse-60m ~ 79m,Vanløse,5543.0,2013.0
Vanløse-80m ~ 99m,Vanløse,3406.0,2013.0
Vanløse-100m ~ 119m,Vanløse,1524.0,2013.0
Vanløse-120m,Vanløse,1843.0,2013.0
Vesterbro~kongens Enghave-Under 40m,Vesterbro~kongens Enghave,2867.0,2013.0
Vesterbro~kongens Enghave-40m ~ 50m,Vesterbro~kongens Enghave,6643.0,2013.0
Vesterbro~kongens Enghave-60m ~ 79m,Vesterbro~kongens Enghave,8519.0,2013.0
Vesterbro~kongens Enghave-80m ~ 99m,Vesterbro~kongens Enghave,6287.0,2013.0
Vesterbro~kongens Enghave-100m ~ 119m,Vesterbro~kongens Enghave,2942.0,2013.0
Vesterbro~kongens Enghave-120m,Vesterbro~kongens Enghave,3684.0,2013.0
Østerbro-Under 40m,Østerbro,2076.0,2013.0
Østerbro-40m ~ 50m,Østerbro,11435.0,2013.0
Østerbro-60m ~ 79m,Østerbro,12043.0,2013.0
Østerbro-80m ~ 99m,Østerbro,7628.0,2013.0
Østerbro-100m ~ 119m,Østerbro,4221.0,2013.0
Østerbro-120m,Østerbro,4362.0,2013.0
Amager Vest-Under 40m,Amager Vest,1481.0,2014.0
Amager Vest-40m ~ 50m,Amager Vest,7440.0,2014.0
Amager Vest-60m ~ 79m,Amager Vest,8378.0,2014.0
Amager Vest-80m ~ 99m,Amager Vest,7250.0,2014.0
Amager Vest-100m ~ 119m,Amager Vest,3794.0,2014.0
Amager Vest-120m,Amager Vest,3283.0,2014.0
Amager Øst-Under 40m,Amager Øst,1666.0,2014.0
Amager Øst-40m ~ 50m,Amager Øst,8064.0,2014.0
Amager Øst-60m ~ 79m,Amager Øst,8230.0,2014.0
